X1,X2,X3,X4,X5,y_cont,y_cat
0.9254108941344434,0.6235141964068136,0.202276447635921,1.0,0.0,6.942239871096028,C
0.8087133947098775,0.27654662463205804,0.026604388495653275,1.0,1.0,6.250177919487801,C
0.15938859697400887,0.6580059955056502,0.6489736049524895,1.0,2.0,7.5604866198616545,C
0.49262583400942894,0.1514994026842823,0.822267195688347,0.0,1.0,3.8878644632535324,A
0.7424457540336984,0.4504119325423609,0.8782397217112913,2.0,1.0,9.355842157089635,B
0.22457263989382603,0.9867578897108232,0.5842331738003091,0.0,0.0,6.12448566721568,C
0.1004404764527792,0.5408141655435301,0.325016805105668,1.0,0.0,4.933286775456369,A
0.8890943310931775,0.050711849963940514,0.06894629915472705,1.0,1.0,6.298754204917853,C
0.7019052396338271,0.6789415094795249,0.2644665035466989,1.0,0.0,5.269032319123893,C
0.5540322135954414,0.8511241412094104,0.9338700823114876,1.0,1.0,8.702131123726126,B
0.8048333009657906,0.19095212482950286,0.6164690522849638,0.0,0.0,3.8380707025930327,A
0.18223607800782005,0.5014816270930654,0.27759803500468694,1.0,2.0,6.985240418790723,C
0.45927537518982997,0.5007599598197859,0.5632309139216898,2.0,2.0,8.00351444399458,B
0.21788643406691777,0.4917765219967386,0.7959249891805271,0.0,0.0,2.865504888242011,A
0.8059253145170869,0.892552768131964,0.7733195984742119,1.0,1.0,10.138167720663818,B
0.2834299151133767,0.7537327417598363,0.7370255925435353,1.0,0.0,5.151137936276453,A
0.09442554422557703,0.985254233995583,0.5517659697732389,1.0,0.0,5.866744889501115,C
0.12521141724304186,0.01473334717452146,0.7290863597625944,1.0,1.0,5.434241501258356,C
0.9588173420662408,0.2606124175364305,0.31732727892332113,2.0,2.0,9.283651258589776,B
0.3929743885084028,0.5221263012898212,0.49177843324211357,0.0,1.0,5.704211309438918,C
0.3925489708365322,0.25492841627854446,0.9610740971602222,2.0,0.0,6.19586324593878,C
0.28539963707953064,0.28077029977799395,0.9025522848021978,1.0,1.0,6.3921801219750725,C
0.4949047882188392,0.48551565611850833,0.7811994618656657,2.0,2.0,7.915401208463017,B
0.1266676241504332,0.3008722964413767,0.9134049319630143,0.0,1.0,3.6990079138578054,A
0.7476667793790824,0.5810172844636458,0.4536418516801266,1.0,0.0,6.520588621628621,C
0.017230040441928773,0.6906532487405889,0.9417952619618429,1.0,1.0,6.08154912545669,C
0.5736312818677832,0.6091273703371816,0.7043188838362984,0.0,2.0,6.3825673386429616,C
0.7896642603094594,0.34950795007200874,0.851859802725521,1.0,2.0,8.996425235691287,B
0.567906993038712,0.8830678369660235,0.07563561151159537,1.0,2.0,7.556546226856742,C
0.4033529306633483,0.08055849553375094,0.06699275759929824,0.0,1.0,4.1691534370835015,A
0.7714069090302669,0.8202659814861922,0.8348971834785297,0.0,0.0,5.9341418427465245,C
0.12344678671115838,0.5810471439809162,0.9455505955870853,2.0,1.0,6.851096655394256,C
0.4085655997371489,0.36744423002010207,0.052582524248467655,1.0,0.0,2.9203639611321055,A
0.83235331789355,0.8143157162265996,0.011639362920781715,1.0,0.0,7.183345402166969,C
0.7321373302966093,0.330686064504477,0.6024930699523684,1.0,1.0,5.683011998470398,C
0.24934919501942898,0.8833176802064565,0.7521967186325967,2.0,1.0,9.05626888779003,B
0.44042280505248854,0.7477211412523197,0.21791005078064785,2.0,0.0,7.221448301370721,C
0.9372081364544652,0.4763673701043605,0.9536287168033749,2.0,2.0,10.47689830769279,B
0.014675011841744245,0.5166253413931136,0.9330060085396449,0.0,1.0,4.8245896514440485,A
0.6364976803679723,0.7557716228331854,0.04401875138982647,0.0,2.0,7.394558381294051,C
0.5109849866271778,0.02382238232723599,0.253412040680851,1.0,2.0,4.872213034053014,A
0.10659010593106477,0.8477899955083105,0.520546632335258,2.0,1.0,6.069415519867685,C
0.9946964462392492,0.10103818377780305,0.2101537930612708,2.0,1.0,6.641234861557843,C
0.5095981194346959,0.23617554500706606,0.7802118581817625,2.0,1.0,9.315465589374545,B
0.9140165407678161,0.1836858620975267,0.014568325306436924,0.0,0.0,3.3328288928562966,A
0.7277576258776475,0.49689641782946137,0.3273958200283795,2.0,1.0,8.123586893879574,B
0.43760711354603343,0.8005813649709849,0.9913164600858639,1.0,1.0,7.89918861211226,B
0.7844250260328254,0.7122063609365071,0.9218789534173004,0.0,1.0,6.571932703220649,C
0.36584162204329884,0.3674251891380501,0.3166360265805571,0.0,1.0,3.578882495311384,A
0.7641773819241393,0.8744757582246998,0.22059734537300013,0.0,0.0,5.921724278528036,C
0.4830741702562058,0.49834607495471195,0.9719231440549836,1.0,1.0,6.8704351452546035,C
0.9252497212853651,0.5220260604510094,0.710559277330753,1.0,2.0,8.316500690573463,B
0.25083093753561425,0.958705130449429,0.44478616463565457,1.0,1.0,6.1491215530912955,C
0.6492071722054552,0.18083027018008901,0.5482511783859729,2.0,1.0,8.117062930909329,B
0.11541698120957322,0.6975029308370732,0.520748457702088,2.0,1.0,7.171020711922783,C
0.6340572962345137,0.9781818043464352,0.8825164637744447,2.0,2.0,13.177614613059548,B
0.9417400824101962,0.38472163469504006,0.9013263981859865,0.0,1.0,6.404672517561531,C
0.40685181828182204,0.9282558061976517,0.04904700854315491,1.0,0.0,4.8243022628807495,A
