X1,X2,X3,y_cont,y_cat
0.7687024578206912,2.0,1.0,7.365988031238461,B
0.18802296137059982,1.0,1.0,7.466581008397162,B
0.03684673107700698,2.0,2.0,9.802979771913046,B
0.6350348873600684,1.0,2.0,9.656435577525663,B
0.4209585920285619,0.0,0.0,2.8358442014941025,A
0.8700658480869552,1.0,2.0,10.346339081795875,B
0.3945028530281075,1.0,0.0,4.004210605192852,A
0.3121611892055973,1.0,0.0,2.2702036835381207,A
0.9922410292157354,2.0,1.0,10.01352880922746,B
0.2951128265559676,0.0,2.0,5.683280785963515,A
0.7463705503476563,0.0,2.0,6.705946461458772,B
0.19795422057881729,1.0,1.0,5.151803888036026,A
0.7963398653434747,2.0,2.0,11.146273822830963,B
0.7582044342731988,2.0,0.0,7.917452527115066,B
0.23851309469673732,0.0,1.0,5.500616117617211,A
0.3401782461874959,0.0,1.0,4.084856452441313,A
0.10872895463687815,1.0,1.0,6.369747981192929,A
0.5587460673518874,1.0,0.0,3.960999397669225,A
0.2903669445265713,1.0,0.0,3.4106998157695134,A
0.6404055029179857,2.0,1.0,8.57509134560778,B
0.9420118899134674,0.0,0.0,3.195950935565588,A
0.9048309877980454,1.0,1.0,9.86577746777365,B
0.26236398757268176,1.0,1.0,4.050904386818482,A
0.8630754482411135,1.0,1.0,6.89733743753999,B
0.03581600618110059,2.0,1.0,5.24879652717956,A
0.8966364693056434,0.0,1.0,5.407732046054316,A
0.9122604374584965,1.0,1.0,8.99310116927618,B
0.6440693464209356,0.0,1.0,4.384358130113133,A
0.9513212023169965,1.0,1.0,7.356873267601475,B
0.3374814944511303,2.0,1.0,8.236901425927892,B
0.44500966044830104,1.0,1.0,6.832745124019968,B
0.7194289860898667,1.0,0.0,2.390508780931446,A
0.858401879415971,1.0,1.0,8.087088314926257,B
0.3744666984263937,0.0,1.0,4.53675429680948,A
0.31081492516698117,1.0,2.0,6.873816098415368,B
0.6111695676232528,0.0,1.0,3.7070309977361555,A
0.39193619701672966,2.0,2.0,10.300487893508812,B
0.46612805628641873,2.0,0.0,5.69188879088348,A
0.09444654548795617,1.0,0.0,2.5412906932149792,A
0.1822802899841588,1.0,1.0,4.161202576629792,A
0.5747711488144307,1.0,1.0,5.57078330632261,A
0.4910590075819744,1.0,1.0,7.022948157968884,B
0.40322206608868605,2.0,2.0,11.03754604691204,B
0.12675367220205924,1.0,1.0,4.647165171750961,A
0.6484339980514784,2.0,1.0,10.0214828986107,B
0.3044727014980535,1.0,2.0,6.7023838384409125,B
0.5779546406429568,2.0,2.0,11.208156149969412,B
0.3780483657792072,2.0,1.0,7.784423217473428,B
0.7222654355819067,1.0,2.0,9.669727228973652,B
0.6230159799372165,2.0,1.0,9.215873776663484,B
0.3184845612182643,0.0,0.0,2.254706455432194,A
0.44708793512777856,1.0,1.0,5.498599983514882,A
0.7205651115244729,2.0,0.0,6.295707442594661,A
0.07341159929116148,0.0,2.0,5.730461144478799,A
0.3630418228548161,2.0,1.0,9.440228848046711,B
0.8264955960196771,2.0,0.0,8.429951603556667,B
0.6537906824095729,0.0,2.0,7.703245412107932,B
0.47681439130186065,1.0,2.0,9.194069858668229,B
0.5344299308653245,0.0,1.0,4.4938203844418,A
0.0917989067636431,0.0,2.0,4.99905352780222,A
0.9132328872824265,0.0,1.0,6.05122890550876,A
0.9921991543581513,1.0,1.0,7.260530039269587,B
0.5224489509941319,1.0,2.0,7.437802626985904,B
0.211786711844568,0.0,2.0,6.07288516865081,A
0.6056754127443312,1.0,1.0,7.520439370801316,B
0.7687559452850518,1.0,0.0,5.72287662537085,A
0.37713587142610616,1.0,0.0,4.265100365573129,A
0.5207674830639967,0.0,1.0,3.3874715385271594,A
0.20931829215829423,2.0,0.0,6.090381519113251,A
0.552495138850753,1.0,1.0,6.814899191357067,B
0.7618405891102675,1.0,0.0,5.0777671473225,A
0.4394706081872194,2.0,0.0,7.81345343945723,B
0.8793885678249357,1.0,2.0,9.657291049690748,B
0.08057223879278719,1.0,2.0,7.438401664504349,B
0.786745193136808,0.0,2.0,6.507281922135455,B
0.7513409052626349,2.0,1.0,7.26987947378637,B
0.9951960347396656,1.0,0.0,6.152361699486563,A
0.23075832888239234,1.0,1.0,6.8127755778425065,B
0.9713399812800867,1.0,2.0,10.595756104069462,B
0.3280747553986433,2.0,2.0,9.754674093065493,B
0.8609260928476896,0.0,0.0,4.204041718380669,A
0.4828931107468809,0.0,0.0,2.866249203111218,A
0.6006962675132762,1.0,1.0,7.206274048852433,B
0.8107211483762561,0.0,1.0,4.602722131249195,A
0.9911571393591965,0.0,0.0,3.86309653079366,A
0.6562898673181552,2.0,0.0,4.54202412820124,A
0.7231783785744262,2.0,1.0,8.690081225784624,B
0.014639961581858207,1.0,0.0,2.5750923054083446,A
0.1267688709894521,1.0,2.0,7.856937480237008,B
0.938341961886221,1.0,1.0,8.361249873080606,B
0.6844514715423033,1.0,0.0,5.548543215685292,A
0.2533414982039076,1.0,1.0,5.6089211127629195,A
0.9617180232170904,2.0,1.0,10.864680892786307,B
0.3062472796125185,1.0,1.0,5.31436873868683,A
0.9021339338660105,1.0,2.0,8.802308662202798,B
0.4540634129932781,0.0,1.0,4.385339628732973,A
0.0328809524923519,1.0,1.0,5.404787759921493,A
0.7173148373218681,0.0,1.0,4.264439038886371,A
0.5498148254160619,1.0,1.0,6.327250471756281,A
0.9025362690854548,1.0,1.0,6.421247212536523,B
