X1,X2,X3,y_cont,y_cat
0.35606530780632806,0.5380110613717456,1.0,4.490488400125139,B
0.6081275482664037,0.96763547166995,0.0,5.344053554977004,B
0.8431039875086418,0.40530004914520135,1.0,5.375970077901196,B
0.007875382877153392,0.1870362202462078,1.0,3.477504150189008,A
0.31608209968538536,0.8965017155898484,1.0,5.842655852273216,B
0.41415808039142765,0.912945192373777,1.0,5.933141917861297,B
0.48317052105948477,0.8065697632420398,0.0,3.441399543779401,A
0.6711284147548049,0.18816167419399266,0.0,3.9746523855001628,A
0.705137026195956,0.2535347993181555,1.0,4.711011030188847,B
0.6907746250344966,0.8127093284626674,1.0,8.677089529577536,B
0.9492111202379254,0.7335565166719111,1.0,7.843289014715353,B
0.06274000415169712,0.1205532740236801,0.0,-0.01573590531586544,A
0.6640922395089501,0.3091701481760072,1.0,4.151209294994944,A
0.6034406611871351,0.610733581741724,1.0,5.670719184495633,B
0.8314170348675785,0.03757548696464874,1.0,5.0120904793868615,B
0.5522589979318289,0.5150423162322638,1.0,6.1790900630369245,B
0.6740077465295634,0.5573000601611215,0.0,2.563726632420125,A
0.8429150293810594,0.4385627188990403,0.0,2.1173242578001683,A
0.5358315283254764,0.7515156019365027,1.0,5.549668526291642,B
0.7467679924634489,0.49690063031047527,0.0,4.622546160854872,B
0.9754429974573305,0.7144258767244157,0.0,3.4555464144685804,A
0.1757046495158071,0.6210238649688381,1.0,5.290361856116968,B
0.8522012741527185,0.4314928620679711,0.0,3.1198426705208444,A
0.1560240895913173,0.3524765489450743,0.0,2.496284141930046,A
0.46379531147067965,0.6098989872526841,1.0,5.315310642825775,B
0.8932939890966681,0.5214941336304401,0.0,4.507181026594495,B
0.13700137646973953,0.46863618932868056,1.0,4.740497739964236,B
0.6609990387631794,0.2519217316618607,1.0,6.629055651063303,B
0.09600377752352462,0.6849503666933316,1.0,4.980030989426298,B
0.40376782032436453,0.15743968047037893,1.0,3.835434719851782,A
0.47162712152260455,0.13966627815686894,1.0,3.1653193404152784,A
0.8734605628420807,0.8902596462568378,0.0,5.290494523785377,B
0.017028061757108137,0.29903619393788805,0.0,1.1863021546238284,A
0.769503926198576,0.015763975525078133,0.0,3.992712108760661,A
0.3214986132383201,0.14101313491979672,1.0,3.942246839567768,A
0.22876902593987103,0.9354905052608324,0.0,3.7582621761757227,A
0.585542123829948,0.8441966379625812,1.0,6.691670585002263,B
0.7194831121470687,0.04693209476882798,1.0,5.976959957695744,B
0.9173659236436752,0.52215019661797,1.0,6.248411361121797,B
0.481241367645982,0.737601327386774,1.0,6.418984023606452,B
0.08159320848401175,0.8680232337652304,0.0,3.213222743679875,A
0.26749518603585376,0.25845423583139293,0.0,1.904694969884607,A
0.19525974904267251,0.09462045604501157,1.0,2.5313834097549646,A
0.20629875731601088,0.05879627563292755,0.0,1.7874869487602072,A
0.9680042321416729,0.5186741700302491,1.0,8.137268670380815,B
0.8366772458485761,0.6598604507287608,0.0,4.722951273417392,B
0.070820786338334,0.6470509833025032,1.0,4.9739739701687915,B
0.5593036720088532,0.37352925929155967,0.0,3.3216767561294493,A
0.6648413292242319,0.06340652294081928,1.0,4.984868376511516,B
0.113697119692172,0.8326135117087549,1.0,6.273212727281936,B
0.7917960018763682,0.6463785529930791,0.0,5.089943911287714,B
0.17504664472593068,0.7353522798978077,1.0,6.905797970587636,B
0.442752628055908,0.5556157514380052,0.0,2.895667941165351,A
0.9178362195657019,0.21005040554200094,0.0,3.8332758697786025,A
0.17063794414221423,0.013753096250082142,0.0,0.3678150918866261,A
0.29559282618064386,0.2659995112349248,0.0,2.4489498869960404,A
0.9272504943136284,0.7818541047688925,0.0,4.23205122253435,A
0.24383587323208655,0.21856081121297255,1.0,4.378655509663302,A
0.8685413309870288,0.40236391937183724,1.0,5.396901187442404,B
0.14117643614723452,0.40703116812412043,1.0,3.1678804087792685,A
0.47068088569348554,0.6719495699403438,0.0,2.992680177695432,A
0.7854685187800128,0.526414849323466,1.0,5.469503261196932,B
0.0635772010414013,0.5374401462300494,1.0,4.788143123475363,B
0.9618659596947969,0.5706889023547932,0.0,3.5267059653650605,A
0.786392795089577,0.8428010348261792,0.0,5.379110220813631,B
0.5759506019291213,0.4509814296868404,0.0,3.2565303733355537,A
0.5361824449242861,0.7481490639644792,1.0,5.991841895599379,B
0.8614542003402541,0.559239472059605,0.0,6.4304160636669225,B
