X1,X2,X3,X4,X5,y_cont,y_cat
0.39566435581288706,0.22098947899248256,0.5066291675569413,0.02349666125147054,1.0,3.635371120016416,A
0.07621673528413153,0.21600062450218316,0.09999831484641475,0.10123489334137781,0.0,3.119394280906671,A
0.14796771322435265,0.10280094238303317,0.08641373522514206,0.7018477722725673,0.0,5.41959729776594,B
0.07938002495827257,0.43028516819119944,0.5450027865391034,0.23223462100900016,0.0,4.119111002313055,A
0.72592412710576,0.317609511290858,0.5658505209033331,0.33482097602514216,1.0,6.447615212172097,C
0.39895088721043714,0.11954145375456016,0.9623359236132577,0.13603217513075916,1.0,3.6908095221456523,A
0.1102598188404208,0.7010727120181136,0.5752797033444742,0.6488883807868402,0.0,5.333192177985708,B
0.7911610466731029,0.2084188967124566,0.7656502652029279,0.6462962544372991,1.0,7.490473235994535,D
0.9005813422644632,0.5477133049013779,0.5950632187364219,0.7104881395439642,1.0,6.936321626551845,D
0.7063767578052617,0.01795712000136207,0.33637604768033746,0.3428846784074778,0.0,1.2008881223879406,A
0.07591759976273826,0.5262433251650986,0.49150218987427885,0.5978064502865276,0.0,3.434383895151431,A
0.8790719980584822,0.9162589955529371,0.6028732525003492,0.6787452467185614,1.0,7.228289089197939,D
0.8085521623046757,0.6287770468713897,0.8134677906025347,0.7228618734388584,1.0,8.470246419519222,D
0.17765575378337572,0.6573253524878669,0.6336488303878245,0.906983854376588,0.0,5.499309321583717,C
0.5886008171943267,0.358090725064496,0.08778004536674944,0.03628059286383711,0.0,5.048286533885042,B
0.591164542067095,0.7180264625380471,0.27612917708611073,0.9273036044155804,1.0,6.262844135233287,C
0.005467431421366298,0.7745231147673669,0.3854567779210204,0.49732194091634707,1.0,3.1896184483012218,A
0.5931059374152843,0.35062201509809743,0.9142161103216938,0.5440816561396536,1.0,7.265180228641131,D
0.8008248173393764,0.021267013195085727,0.6690393818400581,0.05464479984282744,0.0,4.9921194421123545,B
0.6661223782799941,0.7953414853781964,0.6512415780110345,0.842217087282715,1.0,6.455336177094002,C
0.2910774305544692,0.5350190379969544,0.3026638528380383,0.3132342086487683,1.0,5.888128007421195,C
0.06445631142460162,0.2236515720899951,0.29121893947128574,0.0014109504300597875,1.0,3.0912072991118897,A
0.43438355337724355,0.3607104595985474,0.9102351189004141,0.23628204155175503,0.0,4.745596349699459,B
0.28154475769407294,0.5692957378480401,0.2331515177437289,0.002796675364648893,0.0,4.327138959536938,A
0.5468545577619259,0.41862078481720066,0.1344268758080761,0.9744541937339926,1.0,5.693050269929423,C
0.01845489221738217,0.3711202151902283,0.9404207071501639,0.43272312098579824,0.0,5.823851077458244,C
0.7667771123857107,0.2572208825639647,0.8111153087048848,0.9244656951504124,1.0,6.013943732616013,C
0.43798885831614376,0.49333682609352525,0.7119077322352358,0.348495458462067,1.0,5.7250255193949595,C
0.6368302711488936,0.3426479725803748,0.39931556200047835,0.7681898982780994,1.0,5.416982738000532,B
0.07423302647268026,0.09662789605723265,0.4974097676199889,0.06918917614228914,1.0,5.834612529572027,C
0.14982169376134036,0.48263862000698576,0.4276026051565305,0.8074832019034569,0.0,4.282820442092025,A
0.1647325810287279,0.6184236200732262,0.22977625563912774,0.8122542221202294,1.0,3.7902436601183713,A
0.4022137483935624,0.617892241707302,0.07332312147950659,0.8701742923328333,0.0,6.273461200875058,C
0.445776898109037,0.8603978073155937,0.3862381894637945,0.32976496947874845,0.0,7.630271262147577,D
0.7792998341680577,0.21111615721822374,0.48395115253062626,0.9569987067612631,1.0,6.276737907381095,C
0.9576548468660235,0.014849996343189509,0.45248691966350796,0.0017643296610109216,1.0,5.238813903132648,B
0.668087782124775,0.2583209296487492,0.42951126636683146,0.7833957115948814,0.0,5.639983714420227,C
0.41231752794004284,0.6210455501025262,0.7108201374370937,0.9139049838512613,0.0,5.490452616495299,B
0.48556800279223766,0.07262492629775996,0.8177682279358995,0.757352476523508,1.0,6.958145116257293,D
0.6338794832601948,0.6094790966320865,0.03988363644965576,0.5392045566213273,0.0,4.817313701590186,B
0.6946135107483115,0.3676995185842884,0.621561273365281,0.327039623366969,1.0,8.304807814378503,D
0.4331307746591164,0.053443132043510366,0.7835797638099796,0.004018822202999539,0.0,3.6125662002342223,A
0.6299052258218054,0.5072506504455927,0.8435530623426593,0.39278380735536833,1.0,7.082602913160363,D
0.3370959808764459,0.9417062362815949,0.28838758059313463,0.43466828504805033,0.0,4.230926666089435,A
0.9917632903215671,0.8109128671829748,0.2090823025000107,0.9625915843752545,1.0,7.2961087758496745,D
0.023822847961331828,0.9102488599873182,0.029176182087961022,0.2128128113689094,0.0,3.1382745995764054,A
0.9767382875859343,0.3950040293637702,0.14718082416977463,0.6043667226293549,1.0,6.36428915802563,C
0.574766627077177,0.914012273320141,0.367079589401328,0.25810459486675474,0.0,5.435969774499246,B
0.3236319343112487,0.8378455638043982,0.2370535582958212,0.29432487921628847,1.0,7.000449455956895,D
0.5149415620431544,0.10170962453767152,0.6895589750882397,0.06000051068479073,0.0,4.35308215585242,A
0.5073206313907498,0.6238820696499818,0.9029639775451624,0.8355443115073055,0.0,7.567598851648957,D
0.8965099996718537,0.8869645557821604,0.23055240276203148,0.5429399687169271,1.0,9.3048315296023,D
0.6670599544059923,0.8590260279408742,0.8083990766262114,0.9770439406470712,0.0,7.599463977940349,D
0.43206615343152777,0.7080606314647813,0.5172384872372064,0.4476074174132113,1.0,7.697583631966669,D
0.6425240435678604,0.6151566621915072,0.8312265871383746,0.22281324358743815,0.0,6.886208930884826,D
