X1,X2,X3,y_cont,y_cat
0.13165876253237618,0.34569327526231874,0.5307627135261285,3.44806190909301,A
0.6474010395194241,0.038194021536085865,0.060186083460450734,2.9920934338238108,A
0.1770008086292445,0.6891895743350717,0.9734022847165942,4.071782310867285,A
0.17460051555751221,0.017546891650793373,0.4625391754362068,1.2693994409750933,A
0.41544903102756015,0.026409550323941544,0.4594136864632201,4.484155727734046,A
0.9350635733340238,0.1730538971852016,0.9548674963698952,6.063090608906471,B
0.5195930127984597,0.9462797891529772,0.5163306157550446,4.998616636968345,B
0.29409582927002265,0.28605971588349244,0.5173355564037471,2.126196813081351,A
0.29622990397984605,0.4921519130391072,0.06565145132577443,3.137416288428335,A
0.9903467856513412,0.24274621966441512,0.188096303992058,5.584471518674527,B
0.36616186406106943,0.5549138272621704,0.21292015774932083,5.027590485839521,B
0.674737658034007,0.630037895294174,0.8797224902143413,6.4708662125469525,B
0.7609387887437605,0.20175974650858342,0.4945793336886275,5.187369964957144,B
0.7417991556144894,0.7121213200193462,0.8562442230888988,7.335971356207602,B
0.9138080886861197,0.9433236811240713,0.19461388542785418,5.683344273520219,B
0.7018062503602918,0.604759006148535,0.5876091164667351,4.977424361192194,B
0.5775056042111444,0.6656730677238587,0.10312628768054732,4.144004680952446,A
0.2484483290839209,0.8262236341880042,0.9052119906630217,4.420606195461376,A
0.28795602231178585,0.5271046054024373,0.4786889533067822,4.1926443249289145,A
0.48935106625372127,0.10127594730894773,0.9807249402070531,4.229087918631851,A
0.3203984059435008,0.47270750165209896,0.9453416762288191,4.439785762612298,A
0.16597467906187058,0.5116812402729086,0.6692757841422254,4.843634719760624,B
0.7668932439873011,0.7133673611686296,0.2637351779661974,7.006407764369644,B
0.4903937137318348,0.29890749909026415,0.05454082501864854,3.9215520167356455,A
0.0022120230479535374,0.2974614225953206,0.32827282290046644,1.3863561893421896,A
0.8371884832069594,0.7042957605585072,0.36869937153068655,5.094264500219256,B
0.21231144420715586,0.9667149896415168,0.8063938898678963,4.801845289212718,B
0.17559011001624347,0.3537393332078067,0.005866207332199891,3.317599087090086,A
0.5915009788417775,0.17096955260797253,0.6191303402238699,5.036428253733862,B
0.9139090324095013,0.645677249893556,0.5759238153506291,6.973531583788448,B
0.4428148445390816,0.6810931584275989,0.4097199379116745,4.4215978109630045,A
0.8981508356564566,0.6437393488403401,0.03036000958014462,4.202580135469078,A
0.23026001628470916,0.68188742778347,0.4422963274242617,2.3307913405665173,A
0.3738706813707072,0.7938011549875138,0.40436744854631623,4.660283119024795,B
0.8098134784038259,0.12174287911266157,0.5120274899705792,4.692062137819645,B
0.051312015700836544,0.0369451082107487,0.25252002120436046,1.1522309775464532,A
0.06828033143098022,0.5300742709572097,0.555433429102328,2.6838009428009837,A
0.435959076371901,0.6369949590396324,0.06660205511980455,3.0035727191425368,A
0.1841563834747647,0.24436646553301122,0.08807426762235893,0.7251745913081427,A
0.4175030421453054,0.48758900104995406,0.3146908271147745,2.695983241168668,A
0.1046369367108494,0.7302651415115321,0.8425080439256815,3.814669122964845,A
