X1,X2,X3,X4,X5,y_cont,y_cat
0.1682443316392287,1.0,0.0,0.0,0.0,3.1574216053620114,A
0.600721808480562,1.0,1.0,0.0,0.0,5.25583495226575,C
0.611425679982266,1.0,0.0,0.0,1.0,6.5651348403444985,C
0.8658986212740929,0.0,0.0,1.0,1.0,5.535402463421176,C
0.5164924899273169,1.0,0.0,1.0,1.0,7.507074122924105,D
0.45733517970908977,0.0,0.0,1.0,0.0,2.4544092766989016,A
0.0335561487853987,1.0,0.0,0.0,0.0,2.428478699491817,A
0.2613705672415746,1.0,1.0,1.0,0.0,6.282714804547134,C
0.2194858373326094,1.0,0.0,1.0,1.0,5.890778395751879,C
0.38825587282045804,0.0,1.0,0.0,0.0,1.8491723432684033,A
0.37066118663470915,0.0,1.0,1.0,0.0,5.914506986335368,C
0.2526937327730898,0.0,1.0,0.0,0.0,4.39880965680404,B
0.615477776034226,1.0,0.0,0.0,1.0,4.40179684126676,B
0.6077457143861158,1.0,0.0,0.0,0.0,4.668390311492892,B
0.06851239861733283,0.0,0.0,1.0,1.0,2.829370659601756,A
0.6664429966558337,0.0,1.0,1.0,1.0,8.123238354430327,D
0.357926497877848,0.0,0.0,0.0,1.0,2.4307996314807863,A
0.7053857292931394,0.0,1.0,0.0,0.0,5.376025886740481,C
0.9107764110184018,0.0,0.0,0.0,1.0,5.811015650505679,C
0.061772567224941066,0.0,1.0,1.0,0.0,4.053755149256842,B
0.2114074383881861,0.0,0.0,1.0,1.0,2.7638189841997116,A
0.9310560706855291,1.0,1.0,0.0,1.0,8.532663302629214,D
0.8066772972938506,0.0,0.0,1.0,1.0,3.496981047665697,A
0.9941290895110628,0.0,0.0,0.0,1.0,5.713151092587,C
0.6227267550030058,1.0,0.0,1.0,0.0,5.189113745332499,B
0.031212599976163657,1.0,0.0,0.0,0.0,1.6880946423170105,A
0.8534062008188348,0.0,1.0,1.0,1.0,8.390408738571109,D
0.6354809854270506,1.0,1.0,0.0,1.0,9.321200576922756,D
0.3258158994953315,0.0,1.0,1.0,0.0,5.271239716008953,C
0.907129467507933,1.0,1.0,0.0,0.0,8.789195054296789,D
0.8406922925754934,0.0,1.0,0.0,1.0,6.463176445472968,C
0.15196665084018424,1.0,1.0,0.0,1.0,6.052039724037297,C
0.8501822347958986,0.0,1.0,1.0,0.0,8.208567125822379,D
0.2177620006029044,0.0,0.0,1.0,1.0,2.1185680692942555,A
0.06953798522101595,0.0,1.0,1.0,0.0,5.976793654163595,C
0.6011436423155564,0.0,0.0,0.0,0.0,3.3959382614821068,A
0.38040327203553437,1.0,1.0,1.0,0.0,5.576655059135528,C
0.3018560187117898,0.0,1.0,1.0,1.0,6.678183874322551,C
0.39130945429366415,1.0,0.0,0.0,0.0,5.3249100148492765,C
0.40882582950319424,1.0,1.0,1.0,0.0,7.278908859795718,D
0.40697232365095226,0.0,0.0,1.0,1.0,5.481007170615308,C
0.5272066387225345,0.0,1.0,1.0,0.0,5.4902257193577855,C
0.9330343966547715,1.0,1.0,1.0,1.0,10.055528422728482,D
0.1337176742671622,0.0,0.0,0.0,1.0,3.793063462979612,A
0.6205307592459872,0.0,1.0,0.0,1.0,5.60482760582366,C
0.1614650934421088,1.0,1.0,1.0,1.0,5.0263819971294215,B
0.011090121578411716,0.0,0.0,1.0,1.0,3.0075541504342054,A
0.8744659073283453,1.0,0.0,1.0,1.0,7.2087595770075605,D
0.34640595054457346,1.0,1.0,1.0,0.0,7.039379795702596,D
0.11368914519979179,0.0,1.0,0.0,1.0,3.6823628659673697,A
0.9718514352097385,0.0,0.0,1.0,1.0,6.542930073348277,C
0.5714679251845054,1.0,1.0,1.0,0.0,7.607445516657159,D
0.03948302056532971,1.0,1.0,0.0,1.0,4.863318948745957,B
0.910497590658326,0.0,1.0,0.0,1.0,6.275219993493186,C
0.49565990748056443,1.0,1.0,0.0,1.0,6.848211484411577,D
0.9058343735240194,0.0,1.0,0.0,1.0,5.303776306284726,C
