X1,X2,X3,X4,X5,X6,X7,y_cont,y_cat
0.6708801574535371,0.1340945538482814,0.23125315066756613,0.06372861563209975,0.5619896518500784,2.0,1.0,5.84555503887941,A
0.693412606086306,0.45533410308312927,0.8532813401036647,0.03825789788791978,0.079095139440441,1.0,1.0,6.703675066856423,B
0.46488116269142643,0.17538635044035333,0.44914682539836304,0.977181850727138,0.09417320619658642,2.0,1.0,6.147645617604491,A
0.5070966618570392,0.2343094250185197,0.2683305186913214,0.26237785849342743,0.6417753354725326,2.0,2.0,5.790134775823733,A
0.7402549369460535,0.698218447332829,0.8969087154141794,0.04504683904876383,0.9820570916054189,0.0,1.0,6.69434028183432,B
0.05121946802766231,0.07104063852905051,0.2171937440854288,0.19568856835167847,0.9462989907398109,0.0,1.0,2.4335632302226604,A
0.08068853932992393,0.4082085021228724,0.13690885757267468,0.5805794151907866,0.9801610646514786,1.0,1.0,5.348842257566558,A
0.501522746086827,0.18903388575975344,0.9292969886490875,0.8816069037136202,0.7710190969454425,2.0,2.0,7.775865578246403,B
0.8521664696363668,0.2174962883293825,0.12036457415522384,0.2984235711708323,0.28233402983638123,1.0,1.0,5.096000831049398,A
0.2936951470521366,0.6421819161133417,0.14371607471811654,0.3459085526401806,0.24427526749475093,2.0,0.0,2.8757911753703764,A
0.974732338317001,0.02594549668148627,0.1083536354548913,0.21983164457367976,0.4480314397002627,1.0,1.0,4.794683581402138,A
0.28941569427344804,0.4755144310290307,0.8857411319665696,0.4442489424716679,0.13612361991943378,1.0,1.0,6.573515632415198,B
0.8688642237752047,0.053121893794013664,0.442254317749716,0.710098833375445,0.7976571183767021,0.0,2.0,5.100108233135968,A
0.9036253702796921,0.1618130430568806,0.014938521398005777,0.8107108347614923,0.3549198981080288,1.0,0.0,5.313395976585424,A
0.2920318254754247,0.014808186536199086,0.6979081275016724,0.6517336822623064,0.8485462106388798,1.0,0.0,5.557415472912051,A
0.49791062589859003,0.6671043577310296,0.9820897078811829,0.622769705877031,0.4488728788431172,2.0,0.0,9.485529507908016,B
0.7868249823518105,0.2394045440041801,0.6439059975878869,0.6568931733610167,0.035803147642233246,2.0,2.0,6.18957249533627,A
0.2982640447485655,0.2301523854611358,0.0811773247540667,0.09154346852235584,0.7329037528147733,2.0,1.0,5.0515023079450545,A
0.6475850215009735,0.7827438802382832,0.8644322267708752,0.8159082986127857,0.9714544243531094,2.0,1.0,9.92471275222631,B
0.8774802843060331,0.2727507615051813,0.43521650173884097,0.716402423016783,0.8526572382721112,1.0,0.0,6.694088850392653,B
0.4979325883242398,0.9142656624895552,0.8669977376545702,0.6145566611149141,0.3419877895252501,1.0,0.0,8.053782206189059,B
0.7156095896807129,0.15164764110628426,0.9265159596638392,0.49067224173815505,0.8669604574685671,2.0,0.0,7.34851991027112,B
0.43631746369482816,0.4001884486251829,0.2556575455988299,0.15669505568488207,0.4388144186989481,0.0,0.0,5.254008639548525,A
0.05908125952774401,0.5224231433867105,0.9580702243839668,0.05826056822079406,0.9360142561956943,1.0,2.0,5.6295484306869,A
0.02636971643146735,0.18737389439353247,0.26235123119089343,0.9610408581822282,0.8563742306174493,1.0,1.0,4.641802160714677,A
0.04738322067579115,0.30924530348618995,0.8903726061437772,0.6114664541315866,0.6895577821165519,1.0,1.0,6.8865580554040955,B
0.9884166021288757,0.8122165671847712,0.06753981322464875,0.9761301601733605,0.8190909992491943,1.0,2.0,9.282571078729665,B
0.4704599527641854,0.2487951962405165,0.15153483120432465,0.33367214318669236,0.04753787168506862,2.0,0.0,3.965115293570422,A
0.5691490050616596,0.5047194813557174,0.2290817853297772,0.4263566404312049,0.6200484595066692,1.0,1.0,6.566785011358769,B
0.38849812083152657,0.0448477558869631,0.23195605373133255,0.09672163126740174,0.8358096916687654,2.0,1.0,4.368697745038227,A
0.4813390315520878,0.9448703246965544,0.2931466955585158,0.5792169485999102,0.8634750579895865,2.0,1.0,8.033305385723988,B
0.21511456406505003,0.378958691869122,0.08044698029765374,0.9266514952962094,0.5070616613470952,1.0,2.0,7.556288711363184,B
0.45845057560056646,0.310773625129523,0.06912545405387227,0.1367675208180803,0.39300204882218936,2.0,0.0,5.094787560035223,A
0.9769624734598925,0.10572701283823505,0.1520444332183971,0.1249440587332794,0.9989257833347208,2.0,0.0,4.8020958862029515,A
0.21907930614372872,0.6943568095222329,0.06176015109086197,0.9976813527613843,0.3022432612048648,2.0,1.0,5.517637334097781,A
0.7018906915019826,0.5809734271857959,0.8937388104810385,0.3415925882670906,0.31233313237413984,2.0,0.0,6.976171276276394,B
0.15994388170664198,0.8232965631476514,0.30233923453769074,0.23054588190078673,0.624238529162863,0.0,1.0,6.5236574920783506,B
0.1627134072720775,0.3930178913144302,0.5611624922865025,0.19672244602915656,0.9715198005497996,1.0,2.0,4.46565608151571,A
0.3225590794583123,0.8536955757965733,0.8028319138073209,0.41798802669280344,0.3040255504056706,2.0,1.0,6.519407576658289,B
0.525596312271885,0.3393171584772009,0.03155516155531346,0.5467510558046939,0.4412117791322896,0.0,1.0,6.300993388599814,A
0.1760625871964384,0.8251864708856843,0.4482916119205552,0.2284163342700204,0.37865411084749134,2.0,0.0,3.912892536951743,A
0.4810645019210006,0.02733102735709425,0.49346188493635723,0.1940709535293339,0.04911778558544677,0.0,0.0,4.530511540474958,A
0.3569311228929042,0.7640376519900931,0.6790615342733765,0.7661358271076762,0.7219717556925502,0.0,0.0,5.996240362241251,A
0.15337239612987386,0.7019758216018266,0.8644972424862325,0.3066615675522658,0.2743586861412256,2.0,1.0,5.793723896438449,A
0.09242164370010542,0.784764411965139,0.6417021363181381,0.2654724083010672,0.6829499037679726,0.0,2.0,5.678856536766498,A
0.2626278639580829,0.5870605278935737,0.09375609597769374,0.896485359304906,0.5823190342786729,2.0,0.0,5.320258697388716,A
0.4445968389373177,0.4448163171509365,0.0542878277520058,0.5125829380635112,0.8938167345198894,1.0,0.0,5.747646609700628,A
0.41915984094786096,0.547588161582936,0.8641966653280985,0.02845715362180401,0.37275060298710005,1.0,1.0,7.7759336119921505,B
0.3426085130380926,0.19059488740839858,0.11313442531548312,0.12585591444200717,0.03992584564905455,1.0,1.0,1.813290533499812,A
0.21202907403268334,0.22647628323586333,0.0307550502042806,0.09194158583312073,0.2819382888043849,2.0,1.0,4.916749024338223,A
0.6706243486548915,0.9620143022344406,0.5780859403305602,0.021282976386979957,0.7947985765053911,1.0,2.0,7.4414061959745625,B
0.2900668005046443,0.08451988564081314,0.40255248571159985,0.9462727939473365,0.30378469883440473,2.0,0.0,3.522598839187959,A
0.20591878638686523,0.49998819067283806,0.7784891807209718,0.8603918187544891,0.576966610142987,1.0,2.0,6.734550503775761,B
0.3464995882108103,0.48335530721800246,0.7619275003932163,0.14353849619593806,0.8768970894700584,0.0,1.0,5.4703518141222816,A
0.38874931036879146,0.28850938556556094,0.5497685808668035,0.8762541315052632,0.42819827548924927,1.0,1.0,7.0957626999056576,B
0.916871541873226,0.8216688792163717,0.4396457821876111,0.010134318767070605,0.6052189443690158,1.0,2.0,8.754275795909578,B
0.8660399802638623,0.5311026049799974,0.4588089776123553,0.7709580345643269,0.5866174444212295,1.0,1.0,6.574368786956646,B
0.5775092817771098,0.02792305056352873,0.7929596049651966,0.6347208914374042,0.0883629112563451,0.0,0.0,5.027194838222544,A
0.21608449511491168,0.583838220297716,0.9348821585200641,0.8852950489884022,0.15902922627555371,1.0,1.0,7.262343811790056,B
0.05305332895441295,0.2923177702898987,0.0643820594723935,0.9996363778355682,0.45142568093801827,2.0,0.0,2.8950836598340643,A
0.25238179554338447,0.014575463393059485,0.17621279973187354,0.9898699789427149,0.049421000753222755,0.0,2.0,2.916067933952001,A
0.9237527998299914,0.8591112650134825,0.16372588752422457,0.8688474911068943,0.10352172588378872,0.0,2.0,8.21570934006869,B
0.6432444479411117,0.8249961996183436,0.5738960490048876,0.33807730398031144,0.5047990997018204,1.0,1.0,6.013433360375275,A
0.48470265703804183,0.2729569527125312,0.5667370651905885,0.8505017873913371,0.9629744547884432,2.0,1.0,5.4277464983257016,A
0.8042357739141168,0.46915129081019036,0.060409480697877105,0.375052698971843,0.465584254167963,0.0,1.0,5.547602625540133,A
0.29613299363164247,0.7940866737693079,0.6465092244285905,0.6076326385248115,0.5186363282220526,0.0,2.0,5.511154976427484,A
0.3940108068737902,0.0035619981091820074,0.23222621921615771,0.34726077574252734,0.7652458157918793,2.0,1.0,6.7566941333342125,B
0.8957745522597972,0.936052434418649,0.44495494960973314,0.1789692871044123,0.7629021774011143,2.0,2.0,10.205749589424972,B
0.42410118723849133,0.8501798745665051,0.7784192408829999,0.44108866265803603,0.4222290488301089,2.0,1.0,6.086033826474784,A
0.3217037200822852,0.45696696150952354,0.7171201678095488,0.1938447347336456,0.6884362893159213,1.0,1.0,7.411667236426064,B
0.9029759285333235,0.4789593164403272,0.8960440261615353,0.7936136061519259,0.9039436160442106,0.0,1.0,10.209587967701546,B
0.4848985939103986,0.9967371934418359,0.27448492348842013,0.09880416002107673,0.4749833441312715,1.0,0.0,6.025887467175879,A
0.5264062058104703,0.8724960109313781,0.689077569230903,0.23222182535335623,0.9335239839461372,2.0,2.0,8.556741659927303,B
0.277394642118734,0.12377222158810364,0.3920069568791842,0.3847404632174398,0.5726810644549007,2.0,2.0,5.254241489528664,A
0.6945550737838494,0.8856093104516831,0.12388848237834893,0.9868435455288096,0.8321501164751287,2.0,0.0,8.438121871321156,B
0.75707484944369,0.8105240792782484,0.3881693068539406,0.6222141046628692,0.20526849923990376,1.0,0.0,7.2783208462224085,B
0.6130991482192992,0.07261928070211143,0.48110849159196456,0.6969206025309275,0.23663571823649177,2.0,1.0,5.849154243361934,A
0.1609402890516558,0.49533137439985786,0.5014043966840446,0.5753903496620486,0.32340394472856693,1.0,2.0,5.512500227134119,A
0.0676642841873013,0.914216710803034,0.18931164802288225,0.10355906306199136,0.21550510114737342,1.0,1.0,4.107067087230423,A
0.8946949178036061,0.6015111510157506,0.7508460483903142,0.16723262203658606,0.37663613725302814,1.0,2.0,7.414791787743402,B
0.5761929622082129,0.6045429803960345,0.39631353755689547,0.15584546938936183,0.6931133025555432,2.0,0.0,6.432760710780868,B
0.9708503620671433,0.8397356354935992,0.8900717887412407,0.041234115030404195,0.016571293742580928,2.0,0.0,8.23007617088602,B
0.5295025540791236,0.001630172750453296,0.4084248060886364,0.49002861680561616,0.04212400991438692,2.0,0.0,5.853603708543798,A
0.89743524185585,0.6984255784673737,0.4454044522430869,0.25028834892560536,0.4372052656621753,1.0,2.0,9.154362410232142,B
0.1794853593393826,0.38935302801276306,0.1736981896137093,0.7455416813844309,0.620185608865657,2.0,0.0,2.331217009108643,A
0.8975778546223637,0.44349533839771726,0.20441835507639028,0.2728221078194534,0.7866523474639463,1.0,1.0,6.740183476435028,B
0.21976662319663676,0.6578036975327737,0.7279583456443973,0.4995273799042689,0.2195491123070865,1.0,1.0,3.9547894499644123,A
0.4322121926017185,0.4881733309020785,0.27404451456224344,0.33063568651175157,0.15250605427568142,2.0,2.0,6.251167322323087,A
0.5224727997219236,0.27899687267620166,0.10472602582245982,0.750210990059928,0.6606477530451822,0.0,2.0,5.396723293331251,A
0.8643213513932565,0.31259765446477417,0.8007136183070679,0.10360251612454896,0.33552978815979606,1.0,2.0,8.375354960507462,B
0.007418897075347819,0.017838812714508268,0.15209866401048644,0.009538338542391389,0.6986712566510961,1.0,2.0,3.293257502857336,A
0.04412445348103544,0.39748790817730095,0.516436695003464,0.2791942583148217,0.6440557941825099,0.0,1.0,4.695757231688979,A
0.9642691921598627,0.5675112383814591,0.19556935959735977,0.7619962747290443,0.7420962574570588,1.0,0.0,8.72046339984453,B
0.44442821001655697,0.9268089872944979,0.7387881496160069,0.2687284161235255,0.8829863775782356,0.0,0.0,5.176756558861663,A
0.2291680971793736,0.13308546716386505,0.9895622237184445,0.9859139248635764,0.7124376146534523,1.0,2.0,5.761427299486091,A
0.07896411867971442,0.43687969815611094,0.3026366543346942,0.9653726583878895,0.030249789401765592,1.0,1.0,5.840686005182825,A
0.8962296720793014,0.011895057280704613,0.3388532068730401,0.9049433796772579,0.11608843882401476,1.0,1.0,6.235634619671687,A
0.21086731471214426,0.8395160601672534,0.2170390927490683,0.9514387097522444,0.6060350171741499,1.0,1.0,6.711440420350366,B
0.13387750886174232,0.9714401465497101,0.9281685749377974,0.2073630884607075,0.8909331365353755,0.0,0.0,5.696026287212969,A
0.37530527756191745,0.5779452564104267,0.3593961060270343,0.3543809066759943,0.4134146139394522,0.0,2.0,6.1809331861735775,A
0.7769867145518954,0.5232902597934997,0.13015329556290645,0.8992358785147901,0.39900514163391265,0.0,0.0,6.773092379731904,B
0.42956611324161265,0.9555510770011152,0.8403570602247838,0.9582114459046338,0.9616849291441759,0.0,1.0,7.402531274501946,B
0.20576636675340476,0.1453252349988613,0.9209871535452077,0.5010574060738103,0.007843594144126165,1.0,1.0,4.740562040723168,A
0.6259870831239305,0.07037086829480266,0.950649664798694,0.24255475161309936,0.6435114207895088,1.0,1.0,5.815130825257196,A
0.7954389684599793,0.028416877565040854,0.8309711785191303,0.5989863873587654,0.5287167176966231,0.0,1.0,7.3874760283966365,B
0.5129162203703455,0.910890581082335,0.9697210656232871,0.506706210268071,0.6577286509100753,1.0,2.0,10.384441674049588,B
0.8916003719621671,0.12066084922786702,0.8198386258177591,0.8234601985052507,0.4556591991204012,0.0,1.0,6.762777556178513,B
0.6778152453686391,0.5407075773860505,0.4711682086035983,0.5482511511125464,0.29256650158200137,0.0,2.0,8.534979367460519,B
0.049934575488502,0.742472393814328,0.8043468885472782,0.01740550563945409,0.6508588082409912,1.0,1.0,5.798909947985421,A
0.8412433115486984,0.46122184297349456,0.18469590320920293,0.7764112939097614,0.774716913820466,1.0,0.0,7.693620580778138,B
0.9223930268324172,0.7401947855961174,0.16859158328467427,0.8455344853428757,0.7472704613413425,1.0,1.0,7.89618051286834,B
0.17742351376653098,0.9467163473526901,0.1447524341956793,0.2732558711960701,0.5848538782707973,1.0,2.0,5.536004232618696,A
0.8883272134948548,0.614218890968043,0.591312503703972,0.20918280085177599,0.06664835669363078,2.0,2.0,9.303503997524508,B
0.9428943591113189,0.3400124903384967,0.26944548586620465,0.929046949695638,0.9922581671053975,0.0,0.0,7.12972519787784,B
0.23404846971999205,0.13126360096805867,0.13327503486554515,0.5383595958108431,0.45640074912109585,1.0,1.0,2.6699842190106367,A
0.7395505251671902,0.6292556464560844,0.7600916741114855,0.27003912513045136,0.060842042666720775,2.0,2.0,8.278351728049701,B
0.6249361463489228,0.11051290972920091,0.11473452683818686,0.048190048993590584,0.39262381230469345,1.0,0.0,4.308898159316046,A
0.12268317950212893,0.9032241764502876,0.2243950820517745,0.8334465389411828,0.4590857432631952,2.0,1.0,4.865805136385458,A
0.43750844461644556,0.4793653210716664,0.8148935984624164,0.4366889389615366,0.25324705748186904,2.0,0.0,7.31516950514669,B
0.35668307400040056,0.21503391634643998,0.029175631804068902,0.6182690260643473,0.5497917052728458,0.0,1.0,5.4885898637299215,A
0.4007388621489588,0.6216716430808354,0.40871293084588556,0.5518042407053136,0.006884646687331797,0.0,0.0,6.128054248542053,A
0.06456104976866517,0.16501419021390185,0.44470896060886356,0.5259649771190573,0.982993718635009,0.0,1.0,4.244293687347914,A
0.6311283334080046,0.30923508735857486,0.035214626124534965,0.20717525166423678,0.097961150819873,1.0,1.0,3.7994698657522736,A
0.1328661889606212,0.10980109841124042,0.06383013633340484,0.40238166124961994,0.8986092343899676,1.0,0.0,4.262263449719805,A
0.9126407778684333,0.6256032732862876,0.5770550658565603,0.4087237272686378,0.24737639794207056,1.0,2.0,7.538736808326057,B
0.8899779874453398,0.07756341746580808,0.29153026249433256,0.4670728066399865,0.23548056841334608,1.0,2.0,6.669047494733262,B
0.9426783187598826,0.5703915633530328,0.8314708935137254,0.476521252215684,0.014385595206236612,0.0,1.0,7.388125340109156,B
0.6997115314320378,0.8397021574387062,0.2688904023496884,0.5315668547029814,0.4028646166507489,1.0,0.0,7.557153540949392,B
0.025839146614032082,0.3365500208709964,0.7079897922886896,0.33663594547449294,0.5848349338242314,0.0,1.0,3.9826590688953196,A
0.37070437610385354,0.509717049612872,0.766279979958209,0.24201015031705042,0.3304087510677086,2.0,2.0,6.0919562014655595,A
0.7253848058548237,0.2530545596279694,0.6303467957779414,0.942712486498293,0.5623991059904688,1.0,1.0,7.526078298190993,B
0.3261563208293359,0.5331906757568239,0.02846193328982638,0.37079349007116624,0.9886501933865752,1.0,2.0,5.271142933273584,A
0.42777691296290477,0.59298376154794,0.9609008650616393,0.6761976469014462,0.5248724608794157,2.0,1.0,9.400587346584642,B
0.13824891641154025,0.4095805701200337,0.8800933986009648,0.02992933302019929,0.6601307231262687,2.0,0.0,5.027564522878859,A
0.6361405650858831,0.8563469044101474,0.04472982995727459,0.5057867061400378,0.2650516035034466,2.0,2.0,7.320491256804294,B
0.5449698109583548,0.9780178128425924,0.6274771660168083,0.4222902269922719,0.12536247845405735,1.0,2.0,7.86268406025561,B
0.5796651120047579,0.7969754045027351,0.6641041646474428,0.8270623591896435,0.521065645789016,1.0,0.0,7.1611064177155965,B
0.8022649183132526,0.42547593100563985,0.3334420651527369,0.8057194364788107,0.1378056762879899,0.0,1.0,6.98042324223066,B
0.09851754387376366,0.9723352728879918,0.9911797768346967,0.45452198370075514,0.041686180073619794,2.0,1.0,6.827072432968799,B
0.622154070780452,0.3057562007595671,0.025551727455269235,0.672911341226362,0.8674118707791488,2.0,2.0,6.836539716099278,B
0.1332361776752513,0.8871662446443204,0.28560189890867216,0.25654148959190215,0.5501487531400319,2.0,1.0,7.416617973600549,B
0.18955707447029946,0.645082474036492,0.5548161725238004,0.7412226328672734,0.13664570644934726,1.0,1.0,3.7158080779804266,A
0.11332185660961192,0.1861614022703012,0.13172684796356837,0.0754267847679273,0.16185889027099054,2.0,1.0,2.898766076700188,A
0.18205837658301804,0.13378801935584494,0.7173700547649291,0.45078975131406884,0.22558413078613682,1.0,0.0,5.693869725773633,A
0.5768454341659632,0.5748669214145075,0.3947566458414542,0.26923037144087525,0.5375458037282318,2.0,1.0,9.078300626201102,B
0.3026423334232191,0.4507152195694152,0.6216305752756391,1.4827842254039325e-07,0.4853345179259029,0.0,2.0,6.107111426275118,A
0.10757393104004576,0.45813963974024685,0.903949997348928,0.7531692963791159,0.028592242535960266,1.0,0.0,4.525340966063354,A
0.8170985189656143,0.998819285368199,0.48999191904411643,0.5706983258402093,0.6093433925477502,1.0,2.0,8.921899202712739,B
0.665329977835398,0.5038600307832597,0.787498246806672,0.6826904133837393,0.6711928504399614,1.0,2.0,8.024389229328026,B
0.48387876874732993,0.9841486405625653,0.33653593200392984,0.7784425038291608,0.6369836294798707,0.0,0.0,4.573367172665564,A
0.436736982936776,0.9440848473582358,0.9659248273121223,0.8873533703686936,0.37702465629534554,1.0,2.0,8.96720936918247,B
0.035545317765587,0.11767133978201738,0.8977135457384807,0.6278070184884382,0.9694928753253347,1.0,1.0,5.6360075480626985,A
0.3115555767241699,0.2760372454706881,0.012898964957045456,0.6356993801409697,0.6940352639966477,0.0,1.0,4.179333968088759,A
0.5617921832324154,0.7518627580998536,0.9363360217639283,0.15792505271745028,0.6463028712423119,1.0,2.0,8.570660791115507,B
0.40973024057956775,0.048269717468226614,0.6974361123385238,0.4602278238164397,0.14693915455645545,1.0,2.0,3.980049967927757,A
0.8740262579429845,0.1164649952464798,0.07833528496297781,0.7803598682362303,0.11502001410975726,0.0,2.0,4.392547959708827,A
0.3121136829839881,0.14763041232192564,0.3573134506024309,0.15107426540307,0.2885379089105119,1.0,1.0,3.5441654929494115,A
0.6157583478083486,0.9600830137082197,0.7679459910203118,0.39275707555832906,0.8659838293480072,1.0,1.0,7.752865431424605,B
0.6108784092302559,0.21657959493366263,0.799412092417527,0.46349087163153047,0.27433128349247804,1.0,0.0,7.062701970750106,B
0.866232568705692,0.06323447858444131,0.4298862013582576,0.978512915280166,0.23433649714310334,1.0,1.0,6.704623080968009,B
0.9083263656372647,0.2538274419983154,0.16498541050824533,0.8786975402491325,0.4574755345200465,2.0,1.0,5.896417867745714,A
0.9505732038412844,0.29131923123389614,0.040465783359111995,0.7273769897576008,0.6510057201529502,1.0,2.0,8.119442396287521,B
0.10849217379075904,0.43642510658261846,0.2399758841251236,0.6061678237072731,0.13823238248699277,2.0,1.0,6.067583883759959,A
0.5052972792583941,0.6523886134692137,0.03459629469370484,0.32779421077851556,0.11649974548222353,1.0,1.0,6.5171851936476335,B
0.7712152076762836,0.5028772564957183,0.7091956926070024,0.6227071334395216,0.8860560203639865,0.0,2.0,6.441413134318895,B
